ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1
R_79XsRhwBHR8gXAi,30-39,"$50,000 - $69,000",3,No,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,1920
R_0NYTMPWEZFqrUmW,50-59,"$0 - $9,999",4 or more,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,240
R_8v2MPCJT6R9GDtk,50-59,"$10,000 - $29,000",3,No,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,1540
R_8IGYm6KGRxoYXI2,21-29,"$10,000 - $29,000",4 or more,No,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,1820
R_784Quv6YT53cX66,30-39,"$30,000 - $49,000",3,No,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,1580
R_3XlgfInD9wotG9E,21-29,"$0 - $9,999",2,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1040
R_eJnb3mCmxex8qQ6,50-59,"$50,000 - $69,000",None,No,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,1860
R_efE3lM1geIPAHvo,17 or younger,"$0 - $9,999",3,Yes,Strongly Disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,500
R_eX2huzNvNJsCR7w,18-20,"$10,000 - $29,000",3,Yes,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,1840
R_3eMYRqxdOavcXl4,21-29,"$30,000 - $49,000",1,No,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,620
R_bgbk1EhnWFDKIw6,50-59,"$90,000 - $109,000",None,Yes,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,660
R_cNiz2npOlIKGxmK,40-49,"$50,000 - $69,000",None,Yes,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,1440
R_dhXAIa8dnFarNf8,60 or older,"$50,000 - $69,000",3,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1600
R_6xx8AYjkLDXluoC,50-59,"$90,000 - $109,000",2,No,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,1060
R_2idFmTptw7HKOjk,21-29,"$90,000 - $109,000",1,No,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,1340
R_bao9ckI0oBZfbuK,18-20,"$110,000 or more",3,No,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,1800
R_4NkV7HCiWrv088S,50-59,"$70,000 - $89,000",None,Yes,Strongly Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,1140
R_3UZkXqI4agOUZqS,60 or older,"$50,000 - $69,000",3,No,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,520
R_4HCcGXN6zTYbNhI,17 or younger,"$90,000 - $109,000",3,Yes,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,960
R_d509zQ51vBoo9Zc,40-49,"$70,000 - $89,000",4 or more,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat disagree,220
R_bjc7YH5A064nSIe,17 or younger,"$30,000 - $49,000",3,Yes,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,400
R_87jhNa8W3XXqs2G,18-20,"$70,000 - $89,000",1,Yes,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,860
R_0HwqHskymyqaNsW,18-20,"$30,000 - $49,000",2,No,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly agree,820
R_bvytyNM8ok2kl8i,60 or older,"$0 - $9,999",3,No,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,1880
R_5bFPELMpJMQyvEW,30-39,"$0 - $9,999",1,Yes,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,100
R_dgykdvDelahbZrw,18-20,"$0 - $9,999",1,No,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,700
R_2n87gcGqdIyK6s6,30-39,"$50,000 - $69,000",3,Yes,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,400
R_aeZNVzUQtuzYE7Q,50-59,"$30,000 - $49,000",4 or more,No,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,740
R_3qjzlvduMMECw2a,18-20,"$90,000 - $109,000",2,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,620
R_4VqXLhe9jquUp7w,40-49,"$50,000 - $69,000",None,No,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,1520
R_9GiJnF3uXEEjiTk,40-49,"$90,000 - $109,000",3,Yes,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Disagree,1500
R_enB32NmMGnprHue,60 or older,"$30,000 - $49,000",4 or more,Yes,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,800
R_cAC4Q58EpVyjA8K,30-39,"$10,000 - $29,000",1,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,1060
R_ekvz99ebly9fJ8q,40-49,"$90,000 - $109,000",1,No,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,1620
R_cTHuiQ8y54hfsiO,50-59,"$70,000 - $89,000",3,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,180
R_cAAVbxHzeJqcwdg,40-49,"$0 - $9,999",1,No,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,1580
R_d0TWomm2C3RebWu,40-49,"$70,000 - $89,000",2,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,140
R_5nJkrX8DFVwXXUi,17 or younger,"$50,000 - $69,000",None,No,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,1400
R_37Ya9lKMwXQ6c1U,40-49,"$30,000 - $49,000",4 or more,Yes,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,1960
R_6lHdaP7oCROP13M,18-20,"$50,000 - $69,000",4 or more,No,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1280
R_1Brg7K233UBRNjg,17 or younger,"$0 - $9,999",4 or more,No,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,740
R_erNY0XPBJKaqLZ4,30-39,"$30,000 - $49,000",1,Yes,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1940
R_ePbiZlaZtm88zY2,17 or younger,"$90,000 - $109,000",None,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,1160
R_5sRAZWuKXdQbJrg,50-59,"$90,000 - $109,000",None,Yes,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,1560
R_es4kW7oXMQv8o9o,30-39,"$110,000 or more",None,Yes,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,1180
R_bPJJYXNJWrjiK5E,18-20,"$90,000 - $109,000",4 or more,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,1560
R_88nBekQ54hAmgpo,50-59,"$50,000 - $69,000",2,No,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,800
R_9WYhEVYaaz8HO18,40-49,"$110,000 or more",3,No,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,1020
R_bwmawBZqxHgXzfw,17 or younger,"$70,000 - $89,000",1,No,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,1080
R_2s4pRZpLkPhwfZA,18-20,"$30,000 - $49,000",4 or more,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,760
R_56V5OK10Sc2E0XI,40-49,"$110,000 or more",4 or more,Yes,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,960
R_6rIyMesPFkjTyS2,21-29,"$30,000 - $49,000",1,Yes,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,1660
R_dmPgu4bKJKN3Ey2,60 or older,"$110,000 or more",2,No,Strongly Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,720
R_9SIq85LufVrTM8e,60 or older,"$90,000 - $109,000",2,No,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly agree,540
R_cBa1bphJgXA0uPA,40-49,"$70,000 - $89,000",3,No,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,1600
R_aaOKqHwsiLCZ298,50-59,"$110,000 or more",2,No,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,900
R_7ZI2zf0BuEgbyxE,17 or younger,"$110,000 or more",1,Yes,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat agree,960
R_6rQ1KZ3nLn17DTM,50-59,"$70,000 - $89,000",1,Yes,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,1940
R_benUjNyFaA1hix8,30-39,"$90,000 - $109,000",4 or more,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,1140
R_6Jpp5NaAx5Gw8ZM,60 or older,"$30,000 - $49,000",4 or more,No,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,940
R_d6loUFNldHLxgIC,17 or younger,"$30,000 - $49,000",4 or more,No,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,1960
R_cMC85627y3sBvHU,50-59,"$50,000 - $69,000",4 or more,No,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,900
R_dj7RGppI9WzzPa6,30-39,"$50,000 - $69,000",4 or more,Yes,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,1480
R_4MUmfecq4VPJ1DU,17 or younger,"$0 - $9,999",3,Yes,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly agree,1320
R_3UvFkbPdPOjcgOG,17 or younger,"$0 - $9,999",4 or more,Yes,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,640
R_0lDk5EVLIcLczKm,17 or younger,"$70,000 - $89,000",1,No,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,500
R_0koVRN90B8huo2q,21-29,"$0 - $9,999",4 or more,Yes,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,480
R_3y2k50BJ0ri6xAa,21-29,"$90,000 - $109,000",None,No,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,820
R_1HUjFyGjj9xfvWm,60 or older,"$70,000 - $89,000",4 or more,Yes,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,620
R_0vWqU4U8ptj7t9s,40-49,"$50,000 - $69,000",2,No,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,280
R_9NPDuqkfp096UhU,30-39,"$0 - $9,999",None,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,1120
R_2973FlGaNq2ifv8,60 or older,"$90,000 - $109,000",2,No,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,660
R_3OsNienuPT2pgVg,60 or older,"$10,000 - $29,000",2,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,1680
R_0Iq6NQ4qHAwiTMG,17 or younger,"$10,000 - $29,000",3,Yes,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,2000
R_86oIm2U8elMN8R8,18-20,"$10,000 - $29,000",4 or more,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,1000
R_aaDAfq5I2b4V3Uy,30-39,"$50,000 - $69,000",None,No,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,120
R_b1NGWYLmMOsa2to,60 or older,"$50,000 - $69,000",1,No,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,980
R_8dYc6dmNk70307s,17 or younger,"$90,000 - $109,000",4 or more,No,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,840
R_cYAv4kpkgNMybyu,21-29,"$90,000 - $109,000",1,Yes,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,100
R_1NsQep2FNVUHMnY,60 or older,"$10,000 - $29,000",None,Yes,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,580
R_e3dYp4Z78nU5bWC,17 or younger,"$70,000 - $89,000",1,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,420
R_42Cc7GQURdoQhLM,17 or younger,"$90,000 - $109,000",None,No,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,1740
R_6lJ19IDMRi26VqS,18-20,"$30,000 - $49,000",2,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat agree,820
R_3eedpDGtiynP8LY,17 or younger,"$30,000 - $49,000",None,Yes,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,940
R_dd0x6WfOyj7ATkO,40-49,"$0 - $9,999",None,No,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,1800
R_1Boj1IYOotmaGdo,17 or younger,"$30,000 - $49,000",None,Yes,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,820
R_39iFOQxtcTduDxY,18-20,"$30,000 - $49,000",None,No,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,740
R_1TeT1Dn08lGBbym,50-59,"$30,000 - $49,000",1,No,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,880
R_4HOo7PgNtABmqgK,18-20,"$90,000 - $109,000",2,Yes,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,1280
R_6DR98GOTXibihF4,17 or younger,"$30,000 - $49,000",1,No,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,320
R_a5ks1GppG2vNsvY,60 or older,"$110,000 or more",1,Yes,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,1760
R_0CktXXFYFqGklkG,21-29,"$90,000 - $109,000",4 or more,No,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,1780
R_9ohBSiPAAcBEeY6,30-39,"$0 - $9,999",None,Yes,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1880
R_eflpXe6EzXBTdWu,50-59,"$70,000 - $89,000",4 or more,No,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,220
R_9MHlT6TRgUwVIkm,60 or older,"$30,000 - $49,000",1,No,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,300
R_8deDnQiMFERdZlA,50-59,"$90,000 - $109,000",1,Yes,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,1040
R_aXVt0aBQCVmrUr4,40-49,"$90,000 - $109,000",3,No,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,640
R_0VvMievUY96aOzA,40-49,"$0 - $9,999",None,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly Disagree,1760
R_a5BHp8xevS3EXae,50-59,"$110,000 or more",2,Yes,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,1180
R_39n6dDko1v8REDc,30-39,"$30,000 - $49,000",None,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,40
R_8B9NHy4I8cjxm9E,18-20,"$0 - $9,999",2,Yes,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,1860
R_86uFOjifY4fG7j0,40-49,"$110,000 or more",None,No,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,700
R_7Uk8KpCioyXfTv0,17 or younger,"$110,000 or more",None,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Strongly agree,760
R_9HwYs6Q4gNUpUwu,40-49,"$90,000 - $109,000",3,Yes,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,1220
R_cu1IKZxN9Xld3NA,60 or older,"$70,000 - $89,000",4 or more,No,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,680
R_eLDwaMBLuyovseW,50-59,"$70,000 - $89,000",3,Yes,Strongly Disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,0
R_6WOnnI6Wv34UBN4,50-59,"$0 - $9,999",3,No,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,40
R_d7ikND4mvX6Xm4u,17 or younger,"$10,000 - $29,000",2,No,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,2000
R_1TSSXP1PYUaqBuK,40-49,"$90,000 - $109,000",4 or more,No,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,780
R_b3LdzPxvq3j4vWu,17 or younger,"$110,000 or more",3,Yes,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,1420
R_73t2kqtERUC0ZjE,17 or younger,"$0 - $9,999",3,Yes,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,20
R_4OTwbhxpHXTBKPs,40-49,"$110,000 or more",None,Yes,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,1420
R_8DkHYS1TCwXejQO,21-29,"$0 - $9,999",4 or more,Yes,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1300
R_6GAH1ls5bsPqyjk,21-29,"$90,000 - $109,000",3,No,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,2000
R_a4Yv3oVwvOZ7Sia,21-29,"$70,000 - $89,000",None,No,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,1460
R_9T4Grmr2diLrfsW,30-39,"$50,000 - $69,000",1,Yes,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,1740
R_b1tp9l3lOxuBToi,18-20,"$30,000 - $49,000",1,Yes,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,1200
R_082rb654o5J0oZ0,60 or older,"$70,000 - $89,000",4 or more,Yes,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1600
R_4T9GOZXNlHj1JFI,50-59,"$50,000 - $69,000",2,Yes,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,1400
R_87A7712kFP1972m,18-20,"$0 - $9,999",None,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,1900
R_6h7QgNzqLbMDxno,40-49,"$30,000 - $49,000",1,Yes,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,1240
R_eCLl9clzW9JyA4K,21-29,"$30,000 - $49,000",3,No,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,280
R_bIqUKEzbQ8F3rNk,40-49,"$0 - $9,999",None,No,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,1960
R_6eSHP4LgSeEF9Ou,18-20,"$30,000 - $49,000",1,Yes,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,140
R_396kzPipjg6p8ma,21-29,"$50,000 - $69,000",3,Yes,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,1720
